layer,unit,description
layer1,156,Horizontal lines
layer1,157,Horizontal lines
layer1,158,Stripes
layer1,159,Yellow objects
layer1,160,Yellow and orange objects
layer1,161,Stripes
layer1,162,Blue and red lines
layer1,163,Numbers and letters
layer1,164,Spots of the color white
layer1,165,Horizontal lines
layer1,166,Spots of the color white
layer1,167,Blue and white text
layer1,168,Horizontal stripes
layer1,169,Horizontal lines
layer1,170,Stripes
layer1,171,Similar patterns
layer1,172,Horizontal lines
layer1,173,Spots of the color white
layer1,174,Spots of the color white
layer1,175,Similar patterns
layer1,176,The area under lines
layer1,177,Pink colored objects
layer1,178,Spots of the color white
layer1,179,Spots of the color white
layer1,180,The area under lines
layer1,181,Red colored object
layer1,182,Spots of the color white
layer1,183,Numbers and letters of all objects
layer1,184,Sharks
layer1,185,Grids
layer1,186,Stripes
layer1,187,Black and white stripes
layer1,188,Horizontal lines
layer1,189,Purple areas
layer1,190,Vertical lines
layer1,191,Green colored objects
layer1,192,"Purple, red and blue fluorescent objects"
layer1,193,Black and white colored objects
layer1,194,Layered part of all objects
layer1,195,Black and white text
layer1,196,White lines
layer1,197,Vertical lines
layer1,198,Red colored objects
layer1,199,Horizontal lines
layer1,200,Vertical lines
layer1,201,Stripes
layer1,202,Vertical lines
layer1,203,Stripes
layer1,204,Numbers and letters
layer1,205,Stripes
layer1,206,Dots on the bottom of a line
layer1,207,Numbers and letters
layer1,208,Colorful dots
layer1,209,Stripes
layer1,210,Edges of objects
layer1,211,Vertical lines
layer1,212,Spots of the color white
layer1,213,Red and white objects
layer1,214,Nothing
layer1,215,The area under lines
layer1,216,Vertical lines
layer1,217,Horizontal lines
layer1,218,Spots of the color white
layer1,219,Stripes
layer1,220,Yellow objects
layer1,221,The area under lines
layer1,222,Spots of the color white
layer1,223,Neon green
layer1,224,Spots of the color white
layer1,225,White areas
layer1,226,Orange areas in picture
layer1,227,Areas of red
layer1,228,Yellow objects
layer1,229,Horizontal lines
layer1,230,Sharks
layer1,231,White lettering and text
layer1,232,White areas
layer1,233,Horizontal lines
layer1,234,Numbers and letters
layer1,235,Red and orange objects
layer1,236,Horizontal lines
layer1,237,Red objects
layer1,238,Spots of the color white
layer1,239,Red and yellow objects
layer1,240,Spots of the color white
layer1,241,Horizontal lines
layer1,242,Fluorescent blue objects
layer1,243,Horizontal lines
layer1,244,Black and white colored objects
layer1,245,White areas
layer1,246,Numbers and letters
layer1,247,Spots of the color white
layer1,248,Horizontal lines
layer1,249,Spots of the color white
layer1,250,Horizontal lines
layer1,251,Green objects
layer1,252,Stripes
layer1,253,Purple and red objects
layer1,254,Stripes
layer1,255,Spots of the color white
layer2,0,Spots of the color white
layer2,1,Vertical lines
layer2,2,The edges of things
layer2,3,The area above a object
layer2,4,Red and yellow dots
layer2,5,Red and white colored objects
layer2,6,Grids
layer2,7,Red and orange dots
layer2,8,Vertical lines
layer2,9,Spots of the color white
layer2,10,Red colored objects
layer2,11,Dots on curved and curved lines
layer2,12,Spots of the color white
layer2,13,The edges of things
layer2,14,Grass and sticks
layer2,15,Spots of the color white
layer2,16,Grates and stripes
layer2,17,Spots of the color white and red
layer2,18,Red and blue colored objects
layer2,19,The area under a object
layer2,20,Words and letters
layer2,21,Orange and yellow colors
layer2,22,Horizontal lines
layer2,23,Edges of objects
layer2,24,Stripes
layer2,25,Green areas in picture
layer2,26,Birds
layer2,27,Circular objects
layer2,28,Red colored objects
layer2,29,Spots of the color white
layer2,30,Horizontal lines
layer2,31,Red and yellow dots
layer2,32,Jack o lanterns
layer2,33,Dots on curved objects
layer2,34,Spots of the color white
layer2,35,The left side of objects
layer2,36,Stripes
layer2,37,Numbers and letters
layer2,38,Stripes
layer2,39,Horizontal lines
layer2,40,Spots of the color white
layer2,41,Horizontal lines
layer2,42,Green areas in picture
layer2,43,Edges of objects
layer2,44,Edges of objects
layer2,45,Black and white stripes
layer2,46,Red objects
layer2,47,Spots of the color white
layer2,48,Circular objects
layer2,49,Spots of the color white
layer2,50,Red dots and lines
layer2,51,Specific patterns
layer2,52,Edges of objects
layer2,53,Stripes
layer2,54,Red and white objects
layer2,55,Diagonal lines
layer2,56,Spots of the color white
layer2,57,Dots outlining objects
layer2,58,Layered places of objects
layer2,59,Animals
layer2,60,Purple objects
layer2,61,Grids
layer2,62,Spots of the color white
layer2,63,Yellow and red objects
layer2,64,Pale spots
layer2,65,Dots outlining objects
layer2,66,Red colored objects
layer2,67,Dots on the corners
layer2,68,Specific patterns
layer2,69,Spots of the color white
layer2,70,Circular objects
layer2,71,Vertical lines
layer2,72,Spots of the color white
layer2,73,The bottom of circles
layer2,74,Red and white lettering
layer2,75,Red dots
layer2,76,Black dots
layer2,77,Vertical lines
layer2,78,Spots of the color white
layer2,79,Vertical lines
layer2,80,White dots on different objects
layer2,81,Spots of the color white
layer2,82,Red colored objects
layer2,83,Striped objects
layer2,84,Diagonal lines
layer2,85,Spots of the color white
layer2,86,Pale areas
layer2,87,Red colored objects
layer2,88,Red and orange objects
layer2,89,Diagonal lines
layer2,90,Vertical lines
layer2,91,Specific patterns
layer2,92,The area under lines
layer2,93,Stripes
layer2,94,Orange areas in picture
layer2,95,Horizontal lines
layer2,96,Red colored objects
layer2,97,Text
layer2,98,Spots of the color white
layer2,99,Blue dots
layer2,100,Colorful dots
layer2,101,Dots on the corners
layer2,102,Orange areas in picture
layer2,103,Edges of objects
layer2,104,Colorful dots
layer2,105,Green areas in picture
layer2,106,The outline of the object
layer2,107,Diagonal lines
layer2,108,White lines
layer2,109,Red and orange objects
layer2,110,Red and yellow dots
layer2,111,The bottom of circles
layer2,112,Specific patterns
layer2,113,Dots outlining objects
layer2,114,Brighter areas in objects
layer2,115,Stripes
layer2,116,Vertical lines
layer2,117,Spots of the color white
layer2,118,Spots of the color white
layer2,119,Black dots
layer2,120,Dots on the corners
layer2,121,White dots
layer2,122,Red dots
layer2,123,Small dots
layer2,124,Horizontal lines
layer2,125,Red and yellow objects
layer2,126,Brighter areas in objects
layer2,127,Edges
layer2,128,Spots of the color white
layer2,129,Circles
layer2,130,Spots of the color white
layer2,131,Dots on circles
layer2,132,Spots of the color white
layer2,133,Spots of the color white
layer2,134,Striped objects
layer2,135,Text
layer2,136,Diagonal lines
layer2,137,Objects with polka dots and polka patterns
layer2,138,Red objects
layer2,139,Dots on curved objects
layer2,140,Spots of the color white
layer2,141,Dog ears
layer2,142,Dots on curved objects
layer2,143,Similar patterns
layer2,144,Stripes
layer2,145,Blue objects
layer2,146,Red colored objects
layer2,147,Spots of the color white
layer2,148,Brighter areas in objects
layer2,149,Stripes
layer2,150,White areas
layer2,151,Edges of objects
layer2,152,Stripes
layer2,153,Green areas in picture
layer2,154,Red dots
layer2,155,Stripes
layer2,156,Red dots
layer2,157,The color blue
layer2,158,Spots of the color white and red
layer2,159,Dots and eyes
layer2,160,Vertical lines
layer2,161,Vertical lines
layer2,162,Honeycomb and lattice patterns
layer2,163,Vertical lines
layer2,164,Layered places of objects
layer2,165,Orange areas in picture
layer2,166,Black and white colored objects
layer2,167,Numbers and letters
layer2,168,Circular dots
layer2,169,Edges of objects
layer2,170,Flowers
layer2,171,Stripes
layer2,172,Horizontal lines
layer2,173,Numbers and letters
layer2,174,Edges of objects
layer2,175,Dots on curved areas
layer2,176,White skin
layer2,177,Horizontal lines
layer2,178,Red objects
layer2,179,Spots of the color white
layer2,180,"Flower, flower, flower, flower, flower, flower, flower, flower"
layer2,181,Spots of the color white
layer2,182,Dots on curved objects
layer2,183,Green dots
layer2,184,Metal objects
layer2,185,Spots of the color white
layer2,186,Yellow objects
layer2,187,Red and orange objects
layer2,188,Red
layer2,189,Spots of the color white
layer2,190,Brighter areas in objects
layer2,191,Colorful dots
layer2,192,Brighter areas in objects
layer2,193,The color black and white
layer2,194,Dots on curved objects
layer2,195,Pale spots
layer2,196,Blue objects
layer2,197,Horizontal lines
layer2,198,Edges of objects
layer2,199,Purple and red objects
layer2,200,Stripes
layer2,201,Edges of objects
layer2,202,Checkered patterns
layer2,203,Red and yellow dots
layer2,204,Areas of blue
layer2,205,Diagonal lines
layer2,206,Words and grids
layer2,207,Vertical lines
layer2,208,Spots of the color white
layer2,209,Horizontal lines
layer2,210,Diagonal lines
layer2,211,Dog eyes
layer2,212,Vertical lines
layer2,213,Yellow objects
layer2,214,Vertical lines
layer2,215,Dots on the bottom
layer2,216,Spots of the color white
layer2,217,Spots of the color white
layer2,218,The color blue
layer2,219,Striped objects
layer2,220,Spots of the color white
layer2,221,Spots of the color white
layer2,222,Green objects
layer2,223,Black and white colored objects
layer2,224,Spots of the color white
layer2,225,The top of a circle
layer2,226,Spots of the color white
layer2,227,The color yellow and dots
layer2,228,The area under lines
layer2,229,Red and yellow dots
layer2,230,Circles
layer2,231,Words and numbers
layer2,232,Spots of the color white
layer2,233,Orange areas in picture
layer2,234,Red and white colored objects
layer2,235,Red and orange objects
layer2,236,Rounded edges in pictures
layer2,237,Numbers and letters
layer2,238,Vertical lines
layer2,239,Repeating lines and grids
layer2,240,Red and purple objects
layer2,241,Red and yellow dots
layer2,242,Dots
layer2,243,Areas of text
layer2,244,Spots of the color white
layer2,245,Spots of the color white
layer2,246,Numbers and letters
layer2,247,Red and orange objects
layer2,248,Spots of the color white
layer2,249,Yellow areas
layer2,250,Edges of objects
layer2,251,Yellow objects
layer2,252,Diagonal lines
layer2,253,Red and orange dots
layer2,254,The area under lines
layer2,255,The eyes and eyes
layer2,256,Spots of the color white
layer2,257,Pale spots
layer2,258,Red and orange dots
layer2,259,Vertical lines
layer2,260,Diagonal lines
layer2,261,Specific patterns
layer2,262,Numbers and letters
layer2,263,Blue objects
layer2,264,The bottom of circles
layer2,265,White areas with text
layer2,266,Vertical lines
layer2,267,Red and blue objects
layer2,268,The color red and text
layer2,269,The color blue
layer2,270,Edges
layer2,271,Dots and eyes
layer2,272,Edges of objects
layer2,273,The edges of things
layer2,274,Edges of objects
layer2,275,Red dots
layer2,276,Small dots and lines
layer2,277,Edges of objects
layer2,278,Edges of objects
layer2,279,Horizontal lines
layer2,280,Stripes
layer2,281,The color yellow and orange
layer2,282,Vertical lines
layer2,283,Yellow dots
layer2,284,Horizontal lines
layer2,285,The color green
layer2,286,Black and white lines
layer2,287,Dots outlining objects
layer2,288,Stripes
layer2,289,Vertical lines
layer2,290,Green colored objects
layer2,291,Orange and yellow dots
layer2,292,Spots of the color white
layer2,293,Edges of objects
layer2,294,Stripes
layer2,295,Striped objects
layer2,296,Spots of the color white
layer2,297,Red and orange objects
layer2,298,Red dots
layer2,299,Circular objects
layer2,300,Spots of the color white
layer2,301,Vertical lines
layer2,302,Numbers and letters
layer2,303,Vertical lines
layer2,304,Diagonal lines
layer2,305,Diagonal lines
layer2,306,Monkeys
layer2,307,Horizontal lines
layer2,308,Spots of the color white
layer2,309,Blue
layer2,310,Vertical lines
layer2,311,Brighter areas in objects
layer2,312,Red colored objects
layer2,313,Spots of the color white
layer2,314,Blue dots
layer2,315,Horizontal lines
layer2,316,Edges of objects
layer2,317,Green dots
layer2,318,The color blue
layer2,319,Pale spots
layer2,320,The bottom of circles
layer2,321,Dots outlining a object
layer2,322,Vertical lines
layer2,323,Vertical lines
layer2,324,Objects with polka dots and polka dots
layer2,325,Blue and red lines
layer2,326,Dog eyes
layer2,327,Spots of the color white and orange
layer2,328,Spots of the color white
layer2,329,Blue areas in pictures
layer2,330,Spots of the color white
layer2,331,Spots of the color white
layer2,332,Areas of blue
layer2,333,Blue dots
layer2,334,Dots
layer2,335,Red and orange dots
layer2,336,Stripes
layer2,337,Green colored objects
layer2,338,Animal eyes
layer2,339,Spots of the color white and red
layer2,340,Flowers and branches
layer2,341,Spots of the color white
layer2,342,Dots on curved objects
layer2,343,Spots of the color white
layer2,344,Red and purple objects
layer2,345,Red and yellow dots
layer2,346,The color blue
layer2,347,Spots of the color white
layer2,348,The bottom of circles
layer2,349,Stripes
layer2,350,Spots of the color white
layer2,351,Stripes
layer2,352,Edges of objects
layer2,353,Red and yellow dots
layer2,354,Colorful dots
layer2,355,Vertical lines
layer2,356,Spots of the color white
layer2,357,Green areas in picture
layer2,358,Red objects
layer2,359,Specific patterns
layer2,360,Spots of the color white
layer2,361,Spots of the color white
layer2,362,Horizontal lines
layer2,363,Purple and blue objects
layer2,364,The area under lines
layer2,365,Striped objects
layer2,366,The area under lines
layer2,367,Similar patterns
layer2,368,Grids
layer2,369,Vertical lines
layer2,370,Edges of objects
layer2,371,Spots of the color white
layer2,372,Spots of the color white
layer2,373,Red and white colored objects
layer2,374,Grids
layer2,375,Vertical lines
layer2,376,Dots and eyes
layer2,377,Spots of the color white
layer2,378,The top of a circle
layer2,379,Red and yellow dots
layer2,380,Spots of the color white and text
layer2,381,Dots outlining objects
layer2,382,Red and white colored objects
layer2,383,The eyeballs are shining bright
layer2,384,Edges of objects
layer2,385,Stripes
layer2,386,Blue and red objects
layer2,387,Red and orange dots
layer2,388,Dotted patterns
layer2,389,Horizontal lines
layer2,390,Stripes
layer2,391,Edges of objects
layer2,392,Green objects
layer2,393,The color of lights
layer2,394,Brighter areas in objects
layer2,395,Red dots
layer2,396,White dots on different objects
layer2,397,Edges
layer2,398,Spots of the color white
layer2,399,The right side of a object
layer2,400,Flowers
layer2,401,The color yellow
layer2,402,Spots of the color white
layer2,403,Keyboards
layer2,404,Rounded edges in pictures
layer2,405,Text
layer2,406,Dots and numbers
layer2,407,Diagonal lines
layer2,408,Small dots and lines
layer2,409,Circles
layer2,410,Grids
layer2,411,Spots of the color white
layer2,412,Red objects
layer2,413,Stripes
layer2,414,Red colored objects
layer2,415,Dots outlining objects
layer2,416,Spots of the color white
layer2,417,Red colored objects
layer2,418,Red objects
layer2,419,Red and yellow objects
layer2,420,Small dots
layer2,421,The area under lines
layer2,422,Striped objects
layer2,423,Spots of the color white
layer2,424,Spots of the color white
layer2,425,Edges of objects
layer2,426,Red colored objects
layer2,427,Jack o lanterns
layer2,428,Black and white stripes
layer2,429,Spots of the color white
layer2,430,Straight lines
layer2,431,Spots of the color white
layer2,432,Animal eyes
layer2,433,Areas of blue
layer2,434,Spots of the color white
layer2,435,Stripes
layer2,436,Vertical lines
layer2,437,Diagonal lines
layer2,438,Edges of objects
layer2,439,The bottom of circles
layer2,440,Layered part of all objects
layer2,441,Blue and white text
layer2,442,Red dots
layer2,443,Red and yellow dots
layer2,444,Spots of the color white
layer2,445,Spots of the color white
layer2,446,Blue and red objects
layer2,447,"The color white in small, circular spheres"
layer2,448,Spots of the color white
layer2,449,Items that are knitted
layer2,450,The right side
layer2,451,Edges of objects
layer2,452,Diagonal lines
layer2,453,Black dots
layer2,454,Vertical lines
layer2,455,Edges of objects
layer2,456,Text
layer2,457,Red and orange objects
layer2,458,Green dots
layer2,459,Horizontal lines
layer2,460,Black and white stripes
layer2,461,Red and white colored objects
layer2,462,Horizontal lines
layer2,463,Letters and numbers and letters
layer2,464,Blue and red dots
layer2,465,Spots of the color white
layer2,466,Grids
layer2,467,The color blue
layer2,468,Orange areas in picture
layer2,469,Spots of the color white
layer2,470,Spots of the color white
layer2,471,Red and yellow colored objects
layer2,472,Red and orange objects
layer2,473,Spots of the color white
layer2,474,Red and orange objects
layer2,475,Spots of the color white
layer2,476,Edges
layer2,477,Stripes
layer2,478,Metal objects
layer2,479,Spots of the color white and text
layer2,480,Diagonal lines
layer2,481,Horizontal lines
layer2,482,Grids
layer2,483,Spots of the color white
layer2,484,Vertical lines
layer2,485,The color black dots
layer2,486,Solid color of all objects
layer2,487,Dots and eyes
layer2,488,Colorful dots
layer2,489,Spots of the color white
layer2,490,Metal objects
layer2,491,Spots of the color white
layer2,492,Brighter areas in objects
layer2,493,Horizontal lines
layer2,494,The color blue
layer2,495,Dots and eyes
layer2,496,Striped objects
layer2,497,Stripes
layer2,498,Red and orange colored objects
layer2,499,Spots of the color white
layer2,500,Colorful dots
layer2,501,White dots
layer2,502,Diagonal lines
layer2,503,Diagonal lines
layer2,504,The area under lines
layer2,505,Stripes
layer2,506,Red and white objects
layer2,507,Black and white color combination
layer2,508,Stripes
layer2,509,Dots on curved objects
layer2,510,Edges of objects
layer2,511,Orange areas in picture
layer3,0,Diagonal lines
layer3,1,Beaks of birds
layer3,2,Birds
layer3,3,Edges of objects
layer3,4,Rounded objects
layer3,5,Dog heads
layer3,6,Dog noses
layer3,7,Diagonal lines
layer3,8,Items that are connected
layer3,9,Edges of objects
layer3,10,Beaks of birds
layer3,11,Car wheels
layer3,12,Dog heads
layer3,13,Rounded edges in pictures
layer3,14,Orange and red objects
layer3,15,Chain-link fence and tile
layer3,16,"Fruit, flowers, fruit"
layer3,17,Animal heads
layer3,18,Stripes
layer3,19,Aquatic life
layer3,20,People
layer3,21,The pointy tips of things
layer3,22,Dog heads
layer3,23,The sky
layer3,24,Human faces
layer3,25,Dog ears
layer3,26,Green objects
layer3,27,Rounded edges in pictures
layer3,28,Metal objects
layer3,29,Green objects
layer3,30,Faces of animals
layer3,31,Curved lines
layer3,32,Circular objects
layer3,33,Metal cylinder objects
layer3,34,Metal objects
layer3,35,Rectangular objects
layer3,36,Car wheels
layer3,37,Text
layer3,38,Orange and red objects
layer3,39,Animals
layer3,40,The corners
layer3,41,Similar color patterns
layer3,42,Faces of animals
layer3,43,The tops of buildings
layer3,44,Dog legs
layer3,45,Rounded edges in pictures
layer3,46,Rounded objects
layer3,47,Animals
layer3,48,Similar color patterns
layer3,49,Circles
layer3,50,Animals
layer3,51,Specific patterns
layer3,52,Dog heads
layer3,53,Diagonal lines
layer3,54,Diagonal lines
layer3,55,Edges of objects
layer3,56,Faces
layer3,57,Wooden objects
layer3,58,Faces
layer3,59,Car wheels
layer3,60,Animals
layer3,61,Items with designs
layer3,62,Similar color patterns
layer3,63,Wheels of an object
layer3,64,Faces of animals
layer3,65,Faces
layer3,66,Animal fur
layer3,67,Diagonal lines
layer3,68,Circles
layer3,69,Triangular shapes
layer3,70,Similar color patterns
layer3,71,Circular objects
layer3,72,Circular objects
layer3,73,Red objects
layer3,74,Edges
layer3,75,Circles
layer3,76,Animals
layer3,77,Black and white color combination
layer3,78,Text and numbers
layer3,79,Brighter areas in objects
layer3,80,Edges of objects
layer3,81,Beaks of birds
layer3,82,Coffee machines
layer3,83,Items with straight features
layer3,84,Similar color patterns
layer3,85,Dog ears
layer3,86,Circular objects
layer3,87,Curved lines
layer3,88,Towers and spires
layer3,89,Similar color patterns
layer3,90,Black and white color combination
layer3,91,Animals and circular objects
layer3,92,Animals and flowers
layer3,93,Circular objects
layer3,94,Birds and dogs
layer3,95,Animal heads
layer3,96,Striped objects
layer3,97,Animals and green objects
layer3,98,Animal legs
layer3,99,Musical instruments
layer3,100,Blue objects
layer3,101,Animal necks
layer3,102,Clothing
layer3,103,Items with designs
layer3,104,Metal objects
layer3,105,Clothing
layer3,106,Beaks of birds
layer3,107,Rounded objects
layer3,108,The sky or walls
layer3,109,Bras
layer3,110,Bottles and domes
layer3,111,The sky
layer3,112,Vehicles
layer3,113,Solid color of all objects
layer3,114,Dog noses
layer3,115,Faces of animals
layer3,116,Metal hooks
layer3,117,Curved lines
layer3,118,Animal heads
layer3,119,Animal fur
layer3,120,Dog heads
layer3,121,Circular objects
layer3,122,Red and orange objects
layer3,123,Edges of objects
layer3,124,The corners of objects
layer3,125,Dog heads
layer3,126,Circles
layer3,127,Grids
layer3,128,Similar patterns
layer3,129,Circles
layer3,130,Similar color patterns
layer3,131,Circular objects
layer3,132,Blue objects
layer3,133,Similar patterns
layer3,134,Blue skies
layer3,135,Circles
layer3,136,Dog heads
layer3,137,Green areas in picture
layer3,138,Layered part of all objects
layer3,139,Stripes
layer3,140,Green objects
layer3,141,Animal heads
layer3,142,Stripes
layer3,143,Nature
layer3,144,Fur of animals
layer3,145,Words
layer3,146,Circular objects
layer3,147,Faces of animals
layer3,148,Rounded edges in pictures
layer3,149,Animal heads
layer3,150,Similar patterns
layer3,151,Faces of people and animals
layer3,152,Red and orange objects
layer3,153,Circular objects
layer3,154,Diagonal lines
layer3,155,Dog heads
layer3,156,Rounded edges in pictures
layer3,157,The sky
layer3,158,Balls
layer3,159,Circular objects
layer3,160,The sky or walls
layer3,161,Brown dogs
layer3,162,Red and purple objects
layer3,163,Similar color patterns
layer3,164,Faces of animals
layer3,165,The sky or walls
layer3,166,Bird beaks
layer3,167,Edges of objects
layer3,168,Rounded edges in pictures
layer3,169,Mushroom caps
layer3,170,Black and white objects
layer3,171,Spots of the color white
layer3,172,Edges of teapots and mugs
layer3,173,Rounded edges in pictures
layer3,174,Bottles
layer3,175,Rounded edges in pictures
layer3,176,Circular objects
layer3,177,Dog noses
layer3,178,Red objects
layer3,179,Diagonal lines
layer3,180,Butterfly wings and other repeating lines
layer3,181,Grids
layer3,182,Animal heads
layer3,183,Brighter areas in objects
layer3,184,Edges of objects
layer3,185,Brighter areas in objects
layer3,186,Animals
layer3,187,Bird heads
layer3,188,Similar patterns
layer3,189,Dog noses
layer3,190,Items with designs
layer3,191,Metal objects
layer3,192,Cylindrical objects
layer3,193,Dog heads
layer3,194,Edges of objects
layer3,195,Animal eyes
layer3,196,Faces
layer3,197,Dog heads
layer3,198,The sky or walls
layer3,199,Dog heads
layer3,200,Circular objects
layer3,201,Bugs
layer3,202,Babies and white skin
layer3,203,Edges of objects
layer3,204,Faces
layer3,205,Animal ears
layer3,206,Spots of the color white
layer3,207,Similar color patterns
layer3,208,Circles
layer3,209,Stripes
layer3,210,Wheels
layer3,211,Dog heads
layer3,212,Animals and yellow objects
layer3,213,Animal legs
layer3,214,Dog legs
layer3,215,Edges of objects
layer3,216,Written text
layer3,217,Eyes of animals
layer3,218,Circular objects
layer3,219,Stripes
layer3,220,Stripes
layer3,221,Animals
layer3,222,Red and blue objects
layer3,223,Rounded edges in pictures
layer3,224,Repeating lines and edges
layer3,225,"Trees, sky and trees"
layer3,226,The sky or walls
layer3,227,Circular objects
layer3,228,The color red
layer3,229,Patterned objects
layer3,230,Diagonal lines
layer3,231,Circular objects
layer3,232,Diagonal lines
layer3,233,Rounded objects
layer3,234,Circular objects
layer3,235,People wearing hats
layer3,236,Bugs
layer3,237,Edges of objects
layer3,238,Stripes
layer3,239,The center of flowers
layer3,240,Faces of things
layer3,241,Vertical line pattern on objects
layer3,242,Diagonal lines
layer3,243,Faces
layer3,244,Words and letters
layer3,245,Animals
layer3,246,Faces of animals
layer3,247,Red and orange objects
layer3,248,Red dots
layer3,249,Vertical lines
layer3,250,Diagonal lines
layer3,251,Circles
layer3,252,Bowties
layer3,253,Dog collars
layer3,254,Rounded edges in pictures
layer3,255,Dog ears
layer3,256,Rounded edges in pictures
layer3,257,Faces
layer3,258,Arches
layer3,259,Stripes
layer3,260,Edges of objects
layer3,261,Faces of animals
layer3,262,Dog ears
layer3,263,Circular objects
layer3,264,Rounded edges in pictures
layer3,265,Rounded edges in pictures
layer3,266,Dog heads
layer3,267,Animal fur
layer3,268,Colorful parts of objects
layer3,269,People
layer3,270,Musical instruments
layer3,271,Dog ears
layer3,272,Red and orange objects
layer3,273,Circular objects
layer3,274,Dog faces
layer3,275,Circular objects
layer3,276,Black and white color of birds
layer3,277,Rectangular objects
layer3,278,Rounded edges in pictures
layer3,279,Edges of objects
layer3,280,Animals
layer3,281,Blue objects
layer3,282,Noses and eyes
layer3,283,Similar patterns
layer3,284,Dog heads
layer3,285,Circles
layer3,286,Curved lines
layer3,287,Birds
layer3,288,Animal heads
layer3,289,Rounded objects
layer3,290,Vertical lines
layer3,291,Rounded edges in pictures
layer3,292,The color green
layer3,293,Circular objects
layer3,294,Rounded edges in pictures
layer3,295,Faces of things
layer3,296,Animal fur
layer3,297,Vertical lines
layer3,298,Edges of objects
layer3,299,Circular objects
layer3,300,Diagonal lines
layer3,301,Animal fur
layer3,302,Car wheels
layer3,303,Black dots
layer3,304,Dog heads
layer3,305,Faces of things
layer3,306,Human hands
layer3,307,The sky
layer3,308,Human hands
layer3,309,Dog noses
layer3,310,Red objects
layer3,311,Rounded edges in pictures
layer3,312,Human and animal faces
layer3,313,Circular objects
layer3,314,Dots
layer3,315,Edges of objects
layer3,316,Dog heads
layer3,317,Butterflies and other animals
layer3,318,Poles and sticks
layer3,319,Rounded edges in pictures
layer3,320,Rounded objects
layer3,321,Vehicles
layer3,322,Metal objects
layer3,323,Dog faces
layer3,324,Similar color patterns
layer3,325,Similar patterns
layer3,326,Edges of objects
layer3,327,Birds
layer3,328,Center part of all objects
layer3,329,Hands
layer3,330,Spots of the color white
layer3,331,Text and numbers
layer3,332,Blue objects
layer3,333,Edges of objects
layer3,334,Curved lines
layer3,335,Circular objects
layer3,336,Layered places
layer3,337,Similar patterns
layer3,338,Rounded edges in pictures
layer3,339,Yellow objects
layer3,340,Edges of objects
layer3,341,Vertical lines
layer3,342,Metal objects
layer3,343,Circles
layer3,344,The tops of objects
layer3,345,Circular objects
layer3,346,Rounded edges in pictures
layer3,347,Orange and yellow objects
layer3,348,Stripes
layer3,349,Rounded edges in pictures
layer3,350,Faces of people
layer3,351,Flowers and fungi
layer3,352,Circular objects
layer3,353,Circular objects
layer3,354,Circular objects
layer3,355,Noses and beaks
layer3,356,Rounded edges in pictures
layer3,357,Animal eyes
layer3,358,Diagonal lines
layer3,359,White areas
layer3,360,Curved lines
layer3,361,Green objects
layer3,362,Dog faces
layer3,363,Birds
layer3,364,Circular objects
layer3,365,Metal hooks
layer3,366,Buildings
layer3,367,Rounded edges in pictures
layer3,368,White backgrounds
layer3,369,Eyes of animals
layer3,370,Food
layer3,371,Diagonal lines
layer3,372,The sky or walls
layer3,373,The bottoms of windows
layer3,374,Bird heads
layer3,375,Dog heads
layer3,376,Diagonal lines
layer3,377,Stripes
layer3,378,Food
layer3,379,Diagonal lines
layer3,380,Animals
layer3,381,Dog heads
layer3,382,Faces
layer3,383,Rounded objects
layer3,384,Circular objects
layer3,385,Similar patterns
layer3,386,Rectangular objects
layer3,387,Rounded edges in pictures
layer3,388,Black and white colored objects
layer3,389,Animals
layer3,390,White areas
layer3,391,Edges of objects
layer3,392,Similar patterns
layer3,393,Arches
layer3,394,Metal objects
layer3,395,Blue areas in pictures
layer3,396,Diagonal lines
layer3,397,Faces of people
layer3,398,Dog heads
layer3,399,Circular objects
layer3,400,Dog noses
layer3,401,Beaks of birds
layer3,402,Grids
layer3,403,Bugs
layer3,404,Nature
layer3,405,Dog ears
layer3,406,Electronics
layer3,407,Black and white color combination
layer3,408,Faces of people
layer3,409,Round objects
layer3,410,Diagonal lines
layer3,411,Animals
layer3,412,Bird beaks
layer3,413,Animals
layer3,414,The sky or walls
layer3,415,Edges of objects
layer3,416,People 's faces
layer3,417,Rounded edges in pictures
layer3,418,Buses
layer3,419,The sky
layer3,420,Brick walls
layer3,421,Diagonal lines
layer3,422,White backgrounds
layer3,423,Rounded edges in pictures
layer3,424,Human hands
layer3,425,Animals
layer3,426,Diagonal lines
layer3,427,Dog faces
layer3,428,Dog heads
layer3,429,Dog faces
layer3,430,Animal ears
layer3,431,Stripes
layer3,432,Rounded objects
layer3,433,Faces of animals
layer3,434,People
layer3,435,Grass and yellow flowers
layer3,436,Circular objects
layer3,437,The color yellow
layer3,438,The corners of objects
layer3,439,Faces of animals
layer3,440,Dogs and guinea pig
layer3,441,Dog heads
layer3,442,Dog ears
layer3,443,Straight lines
layer3,444,Brighter areas in objects
layer3,445,Brighter areas in objects
layer3,446,Diagonal lines
layer3,447,Items with circular features
layer3,448,Items that are knitted and cheetahs
layer3,449,Red objects
layer3,450,Blue skies
layer3,451,Dog heads
layer3,452,Rounded edges in pictures
layer3,453,Birds
layer3,454,Keyboards
layer3,455,The sky
layer3,456,Electronics
layer3,457,Diagonal lines
layer3,458,Animals
layer3,459,Dogs
layer3,460,Nature
layer3,461,Edges of objects
